timestamp,firewall_id,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received
2026-08-15T14:41:13Z,FW-CORE-01,10.0.5.4,10.0.0.2,49636,53,UDP,ALLOW,60,116
2026-08-15T14:42:09Z,FW-CORE-01,10.0.5.60,10.0.0.2,55676,53,UDP,ALLOW,83,100
2026-08-15T14:42:18Z,FW-CORE-01,10.0.5.55,10.0.0.2,49572,53,UDP,ALLOW,127,144
2026-08-15T14:42:37Z,FW-CORE-01,10.0.5.100,10.0.0.10,59180,53,UDP,ALLOW,144,104
2026-08-15T14:42:44Z,FW-CORE-01,10.0.5.74,10.0.0.3,55745,53,UDP,ALLOW,148,114
2026-08-15T14:43:54Z,FW-CORE-01,10.0.5.81,10.0.0.9,57185,53,UDP,ALLOW,75,192
2026-08-15T14:44:04Z,FW-CORE-01,10.0.5.4,10.0.0.7,56120,53,UDP,ALLOW,131,146
2026-08-15T14:44:53Z,FW-CORE-01,10.0.5.69,10.0.0.5,52456,53,UDP,ALLOW,80,159
2026-08-15T14:44:57Z,FW-CORE-01,10.0.5.92,10.0.0.2,59343,53,UDP,ALLOW,94,100
2026-08-15T14:45:07Z,FW-CORE-01,10.0.5.66,10.0.0.4,56956,53,UDP,ALLOW,113,95
2026-08-15T14:45:14Z,FW-CORE-01,10.0.5.57,10.0.0.2,51951,53,UDP,ALLOW,62,164
2026-08-15T14:45:36Z,FW-CORE-01,10.0.5.81,10.0.0.9,54010,53,UDP,ALLOW,131,159
2026-08-15T14:45:50Z,FW-CORE-01,10.0.5.82,10.0.0.5,54769,53,UDP,ALLOW,68,96
2026-08-15T14:46:25Z,FW-CORE-01,10.0.5.97,10.0.0.3,50437,53,UDP,ALLOW,72,126
2026-08-15T14:46:31Z,FW-CORE-01,10.0.5.98,10.0.0.3,49338,53,UDP,ALLOW,113,86
2026-08-15T14:46:45Z,FW-CORE-01,10.0.5.97,10.0.0.9,59063,53,UDP,ALLOW,132,141
2026-08-15T14:46:50Z,FW-CORE-01,10.0.5.88,10.0.0.2,58376,53,UDP,ALLOW,146,161
2026-08-15T14:47:04Z,FW-CORE-01,10.0.5.21,10.0.0.2,63491,53,UDP,ALLOW,146,189
2026-08-15T14:47:19Z,FW-CORE-01,10.0.5.60,10.0.0.8,63135,53,UDP,ALLOW,145,185
2026-08-15T14:48:16Z,FW-CORE-01,10.0.5.32,10.0.0.3,50238,53,UDP,ALLOW,66,157
2026-08-15T14:48:27Z,FW-CORE-01,10.0.5.41,10.0.0.7,55742,53,UDP,ALLOW,69,156
2026-08-15T14:49:27Z,FW-CORE-01,10.0.5.95,10.0.0.6,53726,53,UDP,ALLOW,77,197
2026-08-15T14:49:34Z,FW-CORE-01,10.0.5.29,10.0.0.8,59868,53,UDP,ALLOW,90,101
2026-08-15T14:49:54Z,FW-CORE-01,10.0.5.62,10.0.0.3,57623,53,UDP,ALLOW,121,179
2026-08-15T14:49:56Z,FW-CORE-01,10.0.5.90,10.0.0.4,60492,53,UDP,ALLOW,61,141
2026-08-15T14:50:13Z,FW-CORE-01,10.0.5.50,10.0.0.4,55576,53,UDP,ALLOW,89,184
2026-08-15T14:50:23Z,FW-CORE-01,10.0.5.18,10.0.0.9,61356,53,UDP,ALLOW,65,154
2026-08-15T14:50:56Z,FW-CORE-01,10.0.5.86,10.0.0.6,59265,53,UDP,ALLOW,93,145
2026-08-15T14:51:23Z,FW-CORE-01,10.0.5.30,10.0.0.3,65390,53,UDP,ALLOW,145,116
2026-08-15T14:51:44Z,FW-CORE-01,10.0.5.97,10.0.0.5,62756,53,UDP,ALLOW,61,182
2026-08-15T14:51:55Z,FW-CORE-01,10.0.5.11,10.0.0.8,51829,53,UDP,ALLOW,115,171
2026-08-15T14:52:05Z,FW-CORE-01,10.0.5.67,10.0.0.9,61717,53,UDP,ALLOW,88,174
2026-08-15T14:52:19Z,FW-CORE-01,10.0.5.5,10.0.0.9,55708,53,UDP,ALLOW,119,100
2026-08-15T14:52:33Z,FW-CORE-01,10.0.5.21,10.0.0.7,64915,53,UDP,ALLOW,107,149
2026-08-15T14:53:01Z,FW-CORE-01,10.0.5.35,10.0.0.10,57048,53,UDP,ALLOW,111,106
2026-08-15T14:53:02Z,FW-CORE-01,10.0.5.78,10.0.0.3,63698,53,UDP,ALLOW,64,93
2026-08-15T14:53:20Z,FW-CORE-01,10.0.5.29,10.0.0.10,52490,53,UDP,ALLOW,60,98
2026-08-15T14:53:47Z,FW-CORE-01,10.0.5.74,10.0.0.7,63624,53,UDP,ALLOW,131,146
2026-08-15T14:53:49Z,FW-CORE-01,10.0.5.18,10.0.0.4,55989,53,UDP,ALLOW,89,166
2026-08-15T14:54:51Z,FW-CORE-01,10.0.5.45,10.0.0.10,63221,53,UDP,ALLOW,77,107
2026-08-15T14:55:03Z,FW-CORE-01,10.0.5.37,10.0.0.4,53452,53,UDP,ALLOW,89,185
2026-08-15T14:55:57Z,FW-CORE-01,10.0.5.39,10.0.0.4,53876,53,UDP,ALLOW,113,118
2026-08-15T14:56:10Z,FW-CORE-01,10.0.5.11,10.0.0.2,53136,53,UDP,ALLOW,93,161
2026-08-15T14:56:26Z,FW-CORE-01,10.0.5.37,10.0.0.4,55453,53,UDP,ALLOW,60,126
2026-08-15T14:56:30Z,FW-CORE-01,10.0.5.50,10.0.0.8,60210,53,UDP,ALLOW,116,137
2026-08-15T14:56:54Z,FW-CORE-01,10.0.5.55,10.0.0.2,62384,53,UDP,ALLOW,73,160
2026-08-15T14:57:56Z,FW-CORE-01,10.0.5.83,10.0.0.4,60855,53,UDP,ALLOW,75,142
2026-08-15T14:58:00Z,FW-CORE-01,10.0.5.35,10.0.0.5,59041,53,UDP,ALLOW,82,95
2026-08-15T14:58:03Z,FW-CORE-01,10.0.5.5,10.0.0.10,59348,53,UDP,ALLOW,90,158
2026-08-15T14:58:36Z,FW-CORE-01,10.0.5.70,10.0.0.10,55703,53,UDP,ALLOW,149,152
2026-08-15T14:58:53Z,FW-CORE-01,10.0.5.5,10.0.0.5,52437,53,UDP,ALLOW,115,157
2026-08-15T14:59:10Z,FW-CORE-01,10.0.5.54,10.0.0.6,61924,53,UDP,ALLOW,115,146
2026-08-15T14:59:16Z,FW-CORE-01,10.0.5.3,10.0.0.4,62010,53,UDP,ALLOW,145,190
2026-08-15T14:59:48Z,FW-CORE-01,10.0.5.95,10.0.0.10,64732,53,UDP,ALLOW,97,175
2026-08-15T14:59:50Z,FW-CORE-01,10.0.5.73,10.0.0.7,52787,53,UDP,ALLOW,140,160
2026-08-15T15:00:20Z,FW-CORE-01,10.0.5.15,10.0.0.9,63051,53,UDP,ALLOW,144,171
2026-08-15T15:01:08Z,FW-CORE-01,10.0.5.91,10.0.0.8,52904,53,UDP,ALLOW,78,115
2026-08-15T15:01:22Z,FW-CORE-01,10.0.5.64,10.0.0.8,59834,53,UDP,ALLOW,148,154
2026-08-15T15:01:24Z,FW-CORE-01,10.0.5.60,10.0.0.8,63103,53,UDP,ALLOW,98,180
2026-08-15T15:01:26Z,FW-CORE-01,10.0.5.56,10.0.0.4,63340,53,UDP,ALLOW,107,156
2026-08-15T15:02:23Z,FW-CORE-01,10.0.5.88,10.0.0.2,55147,53,UDP,ALLOW,130,100
2026-08-15T15:03:07Z,FW-CORE-01,10.0.5.62,10.0.0.9,58897,53,UDP,ALLOW,112,158
2026-08-15T15:03:08Z,FW-CORE-01,10.0.5.98,10.0.0.6,55157,53,UDP,ALLOW,102,171
2026-08-15T15:03:14Z,FW-CORE-01,10.0.5.39,10.0.0.7,64481,53,UDP,ALLOW,108,111
2026-08-15T15:03:36Z,FW-CORE-01,10.0.5.39,10.0.0.6,63968,53,UDP,ALLOW,145,151
2026-08-15T15:03:50Z,FW-CORE-01,10.0.5.23,10.0.0.2,50718,53,UDP,ALLOW,73,104
2026-08-15T15:04:02Z,FW-CORE-01,10.0.5.64,10.0.0.8,57250,53,UDP,ALLOW,106,198
2026-08-15T15:04:22Z,FW-CORE-01,10.0.5.22,10.0.0.10,51686,53,UDP,ALLOW,90,142
2026-08-15T15:05:04Z,FW-CORE-01,10.0.5.18,10.0.0.6,54816,53,UDP,ALLOW,65,116
2026-08-15T15:05:05Z,FW-CORE-01,10.0.5.55,10.0.0.7,56600,53,UDP,ALLOW,100,100
2026-08-15T15:05:46Z,FW-CORE-01,10.0.5.10,10.0.0.9,51176,53,UDP,ALLOW,103,183
2026-08-15T15:05:57Z,FW-CORE-01,10.0.5.62,10.0.0.4,61537,53,UDP,ALLOW,123,138
2026-08-15T15:06:20Z,FW-CORE-01,10.0.5.75,10.0.0.10,55472,53,UDP,ALLOW,65,183
2026-08-15T15:06:23Z,FW-CORE-01,10.0.5.8,10.0.0.4,50756,53,UDP,ALLOW,84,84
2026-08-15T15:06:38Z,FW-CORE-01,10.0.5.36,10.0.0.5,55730,53,UDP,ALLOW,66,197
2026-08-15T15:06:42Z,FW-CORE-01,10.0.5.64,10.0.0.9,49733,53,UDP,ALLOW,63,161
2026-08-15T15:06:46Z,FW-CORE-01,10.0.5.13,10.0.0.4,52066,53,UDP,ALLOW,106,192
2026-08-15T15:07:35Z,FW-CORE-01,10.0.5.26,10.0.0.4,57217,53,UDP,ALLOW,124,149
2026-08-15T15:07:46Z,FW-CORE-01,10.0.5.41,10.0.0.2,60254,53,UDP,ALLOW,107,123
2026-08-15T15:08:04Z,FW-CORE-01,10.0.5.3,10.0.0.8,54438,53,UDP,ALLOW,122,95
2026-08-15T15:08:23Z,FW-CORE-01,10.0.5.73,10.0.0.3,50816,53,UDP,ALLOW,109,105
2026-08-15T15:08:49Z,FW-CORE-01,10.0.5.11,10.0.0.10,61153,53,UDP,ALLOW,96,115
2026-08-15T15:08:54Z,FW-CORE-01,10.0.5.97,10.0.0.10,50916,53,UDP,ALLOW,115,129
2026-08-15T15:09:32Z,FW-CORE-01,10.0.5.59,10.0.0.8,58029,53,UDP,ALLOW,150,135
2026-08-15T15:09:50Z,FW-CORE-01,10.0.5.19,10.0.0.2,62974,53,UDP,ALLOW,101,88
2026-08-15T15:10:11Z,FW-CORE-01,10.0.5.53,10.0.0.7,51949,53,UDP,ALLOW,76,131
2026-08-15T15:10:15Z,FW-CORE-01,10.0.5.42,10.0.0.6,64764,53,UDP,ALLOW,85,141
2026-08-15T15:10:45Z,FW-CORE-01,10.0.5.6,10.0.0.6,54535,53,UDP,ALLOW,143,88
2026-08-15T15:10:45Z,FW-CORE-01,10.0.5.40,10.0.0.3,61057,53,UDP,ALLOW,78,110
2026-08-15T15:11:10Z,FW-CORE-01,10.0.5.73,10.0.0.9,63520,53,UDP,ALLOW,127,143
2026-08-15T15:11:54Z,FW-CORE-01,10.0.5.9,10.0.0.2,49356,53,UDP,ALLOW,132,147
2026-08-15T15:12:19Z,FW-CORE-01,10.0.5.45,10.0.0.6,60486,53,UDP,ALLOW,67,132
2026-08-15T15:12:26Z,FW-CORE-01,10.0.5.83,10.0.0.5,60309,53,UDP,ALLOW,140,140
2026-08-15T15:13:14Z,FW-CORE-01,10.0.5.53,10.0.0.5,55933,53,UDP,ALLOW,125,190
2026-08-15T15:14:29Z,FW-CORE-01,10.0.5.85,10.0.0.3,55253,53,UDP,ALLOW,84,193
2026-08-15T15:14:31Z,FW-CORE-01,10.0.5.43,10.0.0.6,55495,53,UDP,ALLOW,143,107
2026-08-15T15:15:04Z,FW-CORE-01,10.0.5.57,10.0.0.2,62023,53,UDP,ALLOW,79,80
2026-08-15T15:15:27Z,FW-CORE-01,10.0.5.28,10.0.0.9,62681,53,UDP,ALLOW,67,96
2026-08-15T15:16:04Z,FW-CORE-01,10.0.5.83,10.0.0.2,65473,53,UDP,ALLOW,64,137
2026-08-15T15:16:07Z,FW-CORE-01,10.0.5.33,10.0.0.9,56928,53,UDP,ALLOW,110,133
2026-08-15T15:17:03Z,FW-CORE-01,10.0.5.70,10.0.0.2,57079,53,UDP,ALLOW,71,135
2026-08-15T15:17:32Z,FW-CORE-01,10.0.5.79,10.0.0.9,63419,53,UDP,ALLOW,62,137
2026-08-15T15:17:33Z,FW-CORE-01,10.0.5.93,10.0.0.2,57952,53,UDP,ALLOW,109,162
2026-08-15T15:17:44Z,FW-CORE-01,10.0.5.57,10.0.0.2,50604,53,UDP,ALLOW,103,122
2026-08-15T15:19:59Z,FW-CORE-01,10.0.5.77,10.0.0.5,51275,53,UDP,ALLOW,134,154
2026-08-15T15:20:39Z,FW-CORE-01,10.0.5.37,10.0.0.5,58121,53,UDP,ALLOW,94,158
2026-08-15T15:20:57Z,FW-CORE-01,10.0.5.92,10.0.0.3,61890,53,UDP,ALLOW,70,126
2026-08-15T15:21:21Z,FW-CORE-01,10.0.5.81,10.0.0.2,55270,53,UDP,ALLOW,131,136
2026-08-15T15:21:23Z,FW-CORE-01,10.0.5.80,10.0.0.10,54137,53,UDP,ALLOW,113,163
2026-08-15T15:21:30Z,FW-CORE-01,10.0.5.24,10.0.0.4,59782,53,UDP,ALLOW,103,197
2026-08-15T15:21:37Z,FW-CORE-01,10.0.5.44,10.0.0.9,59134,53,UDP,ALLOW,73,159
2026-08-15T15:22:31Z,FW-CORE-01,10.0.5.35,10.0.0.7,50576,53,UDP,ALLOW,126,161
2026-08-15T15:22:50Z,FW-CORE-01,10.0.5.80,10.0.0.2,63368,53,UDP,ALLOW,109,83
2026-08-15T15:23:00Z,FW-CORE-01,10.0.5.31,10.0.0.8,56784,53,UDP,ALLOW,94,81
2026-08-15T15:23:36Z,FW-CORE-01,10.0.5.76,10.0.0.3,61626,53,UDP,ALLOW,70,196
2026-08-15T15:23:42Z,FW-CORE-01,10.0.5.55,10.0.0.5,53193,53,UDP,ALLOW,91,198
2026-08-15T15:24:08Z,FW-CORE-01,10.0.5.27,10.0.0.5,61528,53,UDP,ALLOW,85,117
2026-08-15T15:24:08Z,FW-CORE-01,10.0.5.43,10.0.0.4,50169,53,UDP,ALLOW,94,165
2026-08-15T15:24:39Z,FW-CORE-01,10.0.5.30,10.0.0.5,54981,53,UDP,ALLOW,109,112
2026-08-15T15:24:52Z,FW-CORE-01,10.0.5.37,10.0.0.6,61423,53,UDP,ALLOW,125,92
2026-08-15T15:25:20Z,FW-CORE-01,10.0.5.53,10.0.0.6,58109,53,UDP,ALLOW,113,196
2026-08-15T15:25:23Z,FW-CORE-01,10.0.5.14,10.0.0.7,54332,53,UDP,ALLOW,141,144
2026-08-15T15:25:53Z,FW-CORE-01,10.0.5.54,10.0.0.10,52867,53,UDP,ALLOW,101,199
2026-08-15T15:25:56Z,FW-CORE-01,10.0.5.80,10.0.0.3,61002,53,UDP,ALLOW,112,139
2026-08-15T15:26:00Z,FW-CORE-01,10.0.5.40,10.0.0.2,65100,53,UDP,ALLOW,148,185
2026-08-15T15:26:02Z,FW-CORE-01,10.0.5.77,10.0.0.6,52281,53,UDP,ALLOW,116,163
2026-08-15T15:26:07Z,FW-CORE-01,10.0.5.90,10.0.0.2,63032,53,UDP,ALLOW,62,165
2026-08-15T15:26:17Z,FW-CORE-01,10.0.5.95,10.0.0.10,52401,53,UDP,ALLOW,77,124
2026-08-15T15:26:23Z,FW-CORE-01,10.0.5.58,10.0.0.2,62026,53,UDP,ALLOW,63,99
2026-08-15T15:27:19Z,FW-CORE-01,10.0.5.91,10.0.0.10,54580,53,UDP,ALLOW,78,113
2026-08-15T15:27:26Z,FW-CORE-01,10.0.5.72,10.0.0.9,51345,53,UDP,ALLOW,99,140
2026-08-15T15:27:43Z,FW-CORE-01,10.0.5.8,10.0.0.8,65149,53,UDP,ALLOW,104,157
2026-08-15T15:27:54Z,FW-CORE-01,10.0.5.52,10.0.0.7,50230,53,UDP,ALLOW,62,179
2026-08-15T15:28:10Z,FW-CORE-01,10.0.5.88,10.0.0.2,55134,53,UDP,ALLOW,74,166
2026-08-15T15:29:10Z,FW-CORE-01,10.0.5.74,10.0.0.9,63758,53,UDP,ALLOW,148,133
2026-08-15T15:29:13Z,FW-CORE-01,10.0.5.40,10.0.0.9,49381,53,UDP,ALLOW,143,119
2026-08-15T15:29:24Z,FW-CORE-01,10.0.5.90,10.0.0.10,62575,53,UDP,ALLOW,144,83
2026-08-15T15:29:40Z,FW-CORE-01,10.0.5.12,10.0.0.8,60335,53,UDP,ALLOW,110,88
2026-08-15T15:31:10Z,FW-CORE-01,10.0.5.20,10.0.0.6,63452,53,UDP,ALLOW,112,97
2026-08-15T15:31:16Z,FW-CORE-01,10.0.5.44,10.0.0.8,60516,53,UDP,ALLOW,68,98
2026-08-15T15:31:20Z,FW-CORE-01,10.0.5.49,10.0.0.3,62979,53,UDP,ALLOW,77,144
2026-08-15T15:31:59Z,FW-CORE-01,10.0.5.94,10.0.0.2,54887,53,UDP,ALLOW,108,196
2026-08-15T15:32:52Z,FW-CORE-01,10.0.5.15,10.0.0.6,55018,53,UDP,ALLOW,79,184
2026-08-15T15:33:11Z,FW-CORE-01,10.0.5.69,10.0.0.6,65507,53,UDP,ALLOW,96,129
2026-08-15T15:33:27Z,FW-CORE-01,10.0.5.77,10.0.0.9,60418,53,UDP,ALLOW,75,106
2026-08-15T15:33:28Z,FW-CORE-01,10.0.5.56,10.0.0.10,51566,53,UDP,ALLOW,137,115
2026-08-15T15:34:02Z,FW-CORE-01,10.0.5.71,10.0.0.2,58162,53,UDP,ALLOW,94,173
2026-08-15T15:34:31Z,FW-CORE-01,10.0.5.50,10.0.0.5,60182,53,UDP,ALLOW,147,150
2026-08-15T15:34:32Z,FW-CORE-01,10.0.5.6,10.0.0.2,53544,53,UDP,ALLOW,117,184
2026-08-15T15:35:36Z,FW-CORE-01,10.0.5.19,10.0.0.3,63786,53,UDP,ALLOW,73,114
2026-08-15T15:35:42Z,FW-CORE-01,10.0.5.17,10.0.0.3,53541,53,UDP,ALLOW,73,103
2026-08-15T15:35:56Z,FW-CORE-01,10.0.5.80,10.0.0.2,60510,53,UDP,ALLOW,126,144
2026-08-15T15:36:10Z,FW-CORE-01,10.0.5.95,10.0.0.10,58698,53,UDP,ALLOW,68,154
2026-08-15T15:36:31Z,FW-CORE-01,10.0.5.27,10.0.0.8,54670,53,UDP,ALLOW,108,160
2026-08-15T15:36:43Z,FW-CORE-01,10.0.5.100,10.0.0.5,52127,53,UDP,ALLOW,88,168
2026-08-15T15:36:52Z,FW-CORE-01,10.0.5.40,10.0.0.6,63046,53,UDP,ALLOW,63,139
2026-08-15T15:37:03Z,FW-CORE-01,10.0.5.67,10.0.0.3,54398,53,UDP,ALLOW,139,123
2026-08-15T15:37:25Z,FW-CORE-01,10.0.5.18,10.0.0.3,56890,53,UDP,ALLOW,129,123
2026-08-15T15:37:34Z,FW-CORE-01,10.0.5.22,10.0.0.4,54595,53,UDP,ALLOW,138,107
2026-08-15T15:38:03Z,FW-CORE-01,10.0.5.17,10.0.0.3,59346,53,UDP,ALLOW,83,188
2026-08-15T15:38:17Z,FW-CORE-01,10.0.5.30,10.0.0.3,51750,53,UDP,ALLOW,106,191
2026-08-15T15:38:40Z,FW-CORE-01,10.0.5.41,10.0.0.9,63967,53,UDP,ALLOW,140,173
2026-08-15T15:38:48Z,FW-CORE-01,10.0.5.3,10.0.0.6,56612,53,UDP,ALLOW,70,181
2026-08-15T15:39:20Z,FW-CORE-01,10.0.5.92,10.0.0.4,49718,53,UDP,ALLOW,108,164
2026-08-15T15:39:28Z,FW-CORE-01,10.0.5.6,10.0.0.7,56688,53,UDP,ALLOW,134,123
2026-08-15T15:40:00Z,FW-CORE-01,10.0.5.41,10.0.0.5,54621,53,UDP,ALLOW,125,115
2026-08-15T15:40:40Z,FW-CORE-01,10.0.5.46,10.0.0.3,53414,53,UDP,ALLOW,136,165
2026-08-15T15:40:40Z,FW-CORE-01,10.0.5.99,10.0.0.5,64162,53,UDP,ALLOW,149,146
2026-08-15T15:41:08Z,FW-CORE-01,10.0.5.67,10.0.0.6,55766,53,UDP,ALLOW,69,80
2026-08-15T15:41:16Z,FW-CORE-01,10.0.5.58,10.0.0.6,51779,53,UDP,ALLOW,93,147
2026-08-15T15:41:19Z,FW-CORE-01,10.0.5.59,10.0.0.8,58363,53,UDP,ALLOW,82,136
2026-08-15T15:41:37Z,FW-CORE-01,10.0.5.29,10.0.0.2,49352,53,UDP,ALLOW,134,101
2026-08-15T15:41:58Z,FW-CORE-01,10.0.5.8,10.0.0.3,65078,53,UDP,ALLOW,67,192
2026-08-15T15:42:37Z,FW-CORE-01,10.0.5.55,10.0.0.10,55610,53,UDP,ALLOW,78,176
2026-08-15T15:43:03Z,FW-CORE-01,10.0.5.75,10.0.0.4,58053,53,UDP,ALLOW,67,90
2026-08-15T15:43:43Z,FW-CORE-01,10.0.5.16,10.0.0.8,54814,53,UDP,ALLOW,125,199
2026-08-15T15:45:05Z,FW-CORE-01,10.0.5.4,10.0.0.3,62766,53,UDP,ALLOW,129,181
2026-08-15T15:45:18Z,FW-CORE-01,10.0.5.6,10.0.0.9,57078,53,UDP,ALLOW,81,197
2026-08-15T15:45:28Z,FW-CORE-01,10.0.5.68,10.0.0.3,64347,53,UDP,ALLOW,106,160
2026-08-15T15:45:43Z,FW-CORE-01,10.0.5.84,10.0.0.2,64049,53,UDP,ALLOW,122,99
2026-08-15T15:46:07Z,FW-CORE-01,10.0.5.11,10.0.0.10,49758,53,UDP,ALLOW,115,133
2026-08-15T15:46:19Z,FW-CORE-01,10.0.5.46,10.0.0.2,60104,53,UDP,ALLOW,114,126
2026-08-15T15:46:24Z,FW-CORE-01,10.0.5.49,10.0.0.5,58312,53,UDP,ALLOW,62,86
2026-08-15T15:46:24Z,FW-CORE-01,10.0.5.21,10.0.0.8,65309,53,UDP,ALLOW,70,132
2026-08-15T15:46:35Z,FW-CORE-01,10.0.5.10,10.0.0.9,53569,53,UDP,ALLOW,118,136
2026-08-15T15:46:36Z,FW-CORE-01,10.0.5.42,10.0.0.5,59999,53,UDP,ALLOW,93,192
2026-08-15T15:46:43Z,FW-CORE-01,10.0.5.28,10.0.0.3,63168,53,UDP,ALLOW,72,187
2026-08-15T15:46:53Z,FW-CORE-01,10.0.5.11,10.0.0.10,62493,53,UDP,ALLOW,135,146
2026-08-15T15:47:34Z,FW-CORE-01,10.0.5.16,10.0.0.6,54793,53,UDP,ALLOW,143,191
2026-08-15T15:47:39Z,FW-CORE-01,10.0.5.16,10.0.0.10,61279,53,UDP,ALLOW,133,103
2026-08-15T15:48:26Z,FW-CORE-01,10.0.5.74,10.0.0.5,50841,53,UDP,ALLOW,63,192
2026-08-15T15:48:46Z,FW-CORE-01,10.0.5.39,10.0.0.6,53896,53,UDP,ALLOW,80,195
2026-08-15T15:49:27Z,FW-CORE-01,10.0.5.76,10.0.0.6,62675,53,UDP,ALLOW,130,159
2026-08-15T15:50:14Z,FW-CORE-01,10.0.5.61,10.0.0.8,52492,53,UDP,ALLOW,112,185
2026-08-15T15:51:02Z,FW-CORE-01,10.0.5.54,10.0.0.3,52969,53,UDP,ALLOW,128,127
2026-08-15T15:51:29Z,FW-CORE-01,10.0.5.61,10.0.0.2,50772,53,UDP,ALLOW,71,186
2026-08-15T15:51:51Z,FW-CORE-01,10.0.5.4,10.0.0.4,51114,53,UDP,ALLOW,120,109
2026-08-15T15:51:52Z,FW-CORE-01,10.0.5.58,10.0.0.10,63460,53,UDP,ALLOW,111,121
2026-08-15T15:53:12Z,FW-CORE-01,10.0.5.47,10.0.0.9,52929,53,UDP,ALLOW,137,123
2026-08-15T15:53:19Z,FW-CORE-01,10.0.5.44,10.0.0.9,54562,53,UDP,ALLOW,132,85
2026-08-15T15:53:47Z,FW-CORE-01,10.0.5.26,10.0.0.6,51419,53,UDP,ALLOW,143,109
2026-08-15T15:53:48Z,FW-CORE-01,10.0.5.71,10.0.0.8,59426,53,UDP,ALLOW,69,139
2026-08-15T15:54:34Z,FW-CORE-01,10.0.5.51,10.0.0.9,56690,53,UDP,ALLOW,143,141
2026-08-15T15:54:41Z,FW-CORE-01,10.0.5.21,10.0.0.9,54732,53,UDP,ALLOW,104,187
2026-08-15T15:54:52Z,FW-CORE-01,10.0.5.77,10.0.0.2,62203,53,UDP,ALLOW,84,124
2026-08-15T15:55:13Z,FW-CORE-01,10.0.5.80,10.0.0.5,53116,53,UDP,ALLOW,80,178
2026-08-15T15:55:40Z,FW-CORE-01,10.0.5.17,10.0.0.7,51586,53,UDP,ALLOW,144,198
