timestamp,host,user,pid,parent_pid,process_name,command_line,integrity_level
2026-08-15T14:44:26Z,AD-WS-14,carlos.mendez,1030,974,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T14:45:10Z,AD-WS-14,carlos.mendez,1031,771,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T14:46:45Z,AD-WS-14,carlos.mendez,1032,937,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T14:47:11Z,AD-WS-14,carlos.mendez,1033,862,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T14:48:15Z,AD-WS-14,carlos.mendez,1034,846,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T14:49:57Z,AD-WS-14,carlos.mendez,1035,437,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T14:50:07Z,AD-WS-14,carlos.mendez,1036,817,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T14:50:16Z,AD-WS-14,carlos.mendez,1037,906,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T14:50:49Z,AD-WS-14,carlos.mendez,1038,452,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T14:51:19Z,AD-WS-14,carlos.mendez,1039,686,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T14:51:33Z,AD-WS-14,carlos.mendez,1040,828,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T14:51:39Z,AD-WS-14,carlos.mendez,1041,679,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T14:52:32Z,AD-WS-14,carlos.mendez,1042,604,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T14:53:52Z,AD-WS-14,carlos.mendez,1043,752,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T14:54:26Z,AD-WS-14,carlos.mendez,1044,942,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T14:54:33Z,AD-WS-14,carlos.mendez,1045,790,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T14:55:01Z,AD-WS-14,carlos.mendez,1046,926,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T14:55:30Z,AD-WS-14,carlos.mendez,1047,428,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T14:55:48Z,AD-WS-14,carlos.mendez,1048,997,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T14:55:52Z,AD-WS-14,carlos.mendez,1049,883,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T14:55:58Z,AD-WS-14,carlos.mendez,1050,548,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T14:56:17Z,AD-WS-14,carlos.mendez,1051,441,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T14:56:24Z,AD-WS-14,carlos.mendez,1052,896,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T14:57:19Z,AD-WS-14,carlos.mendez,1053,661,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T14:57:48Z,AD-WS-14,carlos.mendez,1054,556,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T14:58:00Z,AD-WS-14,carlos.mendez,1055,669,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T14:58:11Z,AD-WS-14,carlos.mendez,1056,996,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T14:58:45Z,AD-WS-14,carlos.mendez,1057,437,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T14:58:51Z,AD-WS-14,carlos.mendez,1058,708,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T14:59:32Z,AD-WS-14,carlos.mendez,1059,796,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T14:59:40Z,AD-WS-14,carlos.mendez,1060,990,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T14:59:46Z,AD-WS-14,carlos.mendez,1061,612,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:00:20Z,AD-WS-14,carlos.mendez,1062,811,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:00:51Z,AD-WS-14,carlos.mendez,1063,510,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:01:16Z,AD-WS-14,carlos.mendez,1064,801,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:01:29Z,AD-WS-14,carlos.mendez,1065,921,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:02:01Z,AD-WS-14,carlos.mendez,1066,826,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:02:02Z,AD-WS-14,carlos.mendez,1067,937,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:02:19Z,AD-WS-14,carlos.mendez,1068,509,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:02:21Z,AD-WS-14,carlos.mendez,1069,455,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:02:24Z,AD-WS-14,carlos.mendez,1070,652,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:02:29Z,AD-WS-14,carlos.mendez,1071,677,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:02:39Z,AD-WS-14,carlos.mendez,1072,658,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:03:53Z,AD-WS-14,carlos.mendez,1073,683,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:03:59Z,AD-WS-14,carlos.mendez,1074,647,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:04:00Z,AD-WS-14,carlos.mendez,1075,865,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:04:07Z,AD-WS-14,carlos.mendez,1076,592,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:04:25Z,AD-WS-14,carlos.mendez,1077,576,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:04:27Z,AD-WS-14,carlos.mendez,1078,594,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:04:29Z,AD-WS-14,carlos.mendez,1079,666,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:05:09Z,AD-WS-14,carlos.mendez,1080,855,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:05:47Z,AD-WS-14,carlos.mendez,1081,918,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:05:58Z,AD-WS-14,carlos.mendez,1082,472,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:06:01Z,AD-WS-14,carlos.mendez,1083,885,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:06:36Z,AD-WS-14,carlos.mendez,1084,786,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:06:53Z,AD-WS-14,carlos.mendez,1085,488,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:06:54Z,AD-WS-14,carlos.mendez,1086,698,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:07:31Z,AD-WS-14,carlos.mendez,1087,834,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:07:34Z,AD-WS-14,carlos.mendez,1088,782,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:07:45Z,AD-WS-14,carlos.mendez,1089,674,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:07:52Z,AD-WS-14,carlos.mendez,1090,460,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:08:08Z,AD-WS-14,carlos.mendez,1091,758,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:08:10Z,AD-WS-14,carlos.mendez,1092,525,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:08:32Z,AD-WS-14,carlos.mendez,1093,894,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:08:42Z,AD-WS-14,carlos.mendez,1094,793,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:08:44Z,AD-WS-14,carlos.mendez,1095,498,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:10:05Z,AD-WS-14,carlos.mendez,1096,414,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:11:28Z,AD-WS-14,carlos.mendez,1097,570,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:11:31Z,AD-WS-14,carlos.mendez,1098,619,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:12:14Z,AD-WS-14,carlos.mendez,1099,747,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:12:15Z,AD-WS-14,carlos.mendez,1100,827,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:12:20Z,AD-WS-14,carlos.mendez,1101,786,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:12:26Z,AD-WS-14,carlos.mendez,1102,933,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:12:29Z,AD-WS-14,carlos.mendez,1103,760,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:12:35Z,AD-WS-14,carlos.mendez,1104,582,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:12:52Z,AD-WS-14,carlos.mendez,1105,770,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:13:44Z,AD-WS-14,carlos.mendez,1106,708,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:13:57Z,AD-WS-14,carlos.mendez,1107,619,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:13:58Z,AD-WS-14,carlos.mendez,1108,419,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:14:19Z,AD-WS-14,carlos.mendez,1109,677,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:14:30Z,AD-WS-14,carlos.mendez,1110,926,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:15:34Z,AD-WS-14,carlos.mendez,1111,694,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:15:50Z,AD-WS-14,carlos.mendez,1112,804,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:16:18Z,AD-WS-14,carlos.mendez,1113,467,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:16:40Z,AD-WS-14,carlos.mendez,1114,511,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:16:48Z,AD-WS-14,carlos.mendez,1115,691,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:16:57Z,AD-WS-14,carlos.mendez,1116,850,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:17:46Z,AD-WS-14,carlos.mendez,1117,723,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:19:54Z,AD-WS-14,carlos.mendez,1118,812,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:19:58Z,AD-WS-14,carlos.mendez,1119,533,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:21:03Z,AD-WS-14,carlos.mendez,1120,618,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:21:47Z,AD-WS-14,carlos.mendez,1121,844,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:22:19Z,AD-WS-14,carlos.mendez,1122,412,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:23:06Z,AD-WS-14,carlos.mendez,1123,437,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:23:06Z,AD-WS-14,carlos.mendez,1124,994,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:23:11Z,AD-WS-14,carlos.mendez,1125,887,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:24:10Z,AD-WS-14,carlos.mendez,1126,448,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:24:30Z,AD-WS-14,carlos.mendez,1127,834,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:24:58Z,AD-WS-14,carlos.mendez,1128,435,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:25:26Z,AD-WS-14,carlos.mendez,1129,879,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:25:37Z,AD-WS-14,carlos.mendez,1130,833,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:26:16Z,AD-WS-14,carlos.mendez,1131,656,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:26:36Z,AD-WS-14,carlos.mendez,1132,599,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:27:18Z,AD-WS-14,carlos.mendez,1133,406,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:27:30Z,AD-WS-14,carlos.mendez,1134,867,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:27:54Z,AD-WS-14,carlos.mendez,1135,728,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:28:50Z,AD-WS-14,carlos.mendez,1136,745,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:29:13Z,AD-WS-14,carlos.mendez,1137,430,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:29:26Z,AD-WS-14,carlos.mendez,1138,604,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:29:35Z,AD-WS-14,carlos.mendez,1139,599,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:29:58Z,AD-WS-14,carlos.mendez,1140,697,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:30:00Z,AD-WS-14,carlos.mendez,1141,632,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:30:36Z,AD-WS-14,carlos.mendez,1142,491,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:31:30Z,AD-WS-14,carlos.mendez,1143,881,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:32:52Z,AD-WS-14,carlos.mendez,1144,537,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:32:56Z,AD-WS-14,carlos.mendez,1145,898,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:33:14Z,AD-WS-14,carlos.mendez,1146,695,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:33:38Z,AD-WS-14,carlos.mendez,1147,832,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:33:41Z,AD-WS-14,carlos.mendez,1148,629,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:33:57Z,AD-WS-14,carlos.mendez,1149,913,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:34:15Z,AD-WS-14,carlos.mendez,1150,764,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:34:21Z,AD-WS-14,carlos.mendez,1151,663,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:34:23Z,AD-WS-14,carlos.mendez,1152,548,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:34:29Z,AD-WS-14,carlos.mendez,1153,527,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:34:51Z,AD-WS-14,carlos.mendez,1154,449,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:35:54Z,AD-WS-14,carlos.mendez,1155,739,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:36:11Z,AD-WS-14,carlos.mendez,1156,933,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:37:02Z,AD-WS-14,carlos.mendez,1157,727,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:37:21Z,AD-WS-14,carlos.mendez,1158,555,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:37:32Z,AD-WS-14,carlos.mendez,1159,612,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:38:02Z,AD-WS-14,carlos.mendez,1160,613,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:38:08Z,AD-WS-14,carlos.mendez,1161,447,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:38:37Z,AD-WS-14,carlos.mendez,1162,932,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:38:43Z,AD-WS-14,carlos.mendez,1163,744,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:38:55Z,AD-WS-14,carlos.mendez,1164,885,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:39:20Z,AD-WS-14,carlos.mendez,1165,961,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:39:35Z,AD-WS-14,carlos.mendez,1166,828,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:39:51Z,AD-WS-14,carlos.mendez,1167,432,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:40:08Z,AD-WS-14,carlos.mendez,1168,697,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:40:30Z,AD-WS-14,carlos.mendez,1169,418,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:40:51Z,AD-WS-14,carlos.mendez,1170,489,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:42:10Z,AD-WS-14,carlos.mendez,1171,930,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:42:43Z,AD-WS-14,carlos.mendez,1172,801,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:42:52Z,AD-WS-14,carlos.mendez,1173,922,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:44:48Z,AD-WS-14,carlos.mendez,1174,881,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:44:54Z,AD-WS-14,carlos.mendez,1175,808,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:45:01Z,AD-WS-14,carlos.mendez,1176,710,explorer.exe,C:\Windows\System32\explorer.exe,Medium
2026-08-15T15:45:08Z,AD-WS-14,carlos.mendez,1177,481,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:45:43Z,AD-WS-14,carlos.mendez,1178,921,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:46:03Z,AD-WS-14,carlos.mendez,1179,494,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:46:50Z,AD-WS-14,carlos.mendez,1180,978,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:47:10Z,AD-WS-14,carlos.mendez,1181,850,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:47:21Z,AD-WS-14,carlos.mendez,1182,662,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:47:22Z,AD-WS-14,carlos.mendez,1183,962,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:48:16Z,AD-WS-14,carlos.mendez,1184,915,svchost.exe,C:\Windows\System32\svchost.exe,Medium
2026-08-15T15:48:44Z,AD-WS-14,carlos.mendez,1185,529,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:49:20Z,AD-WS-14,carlos.mendez,1186,481,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:49:42Z,AD-WS-14,carlos.mendez,1187,764,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:50:56Z,AD-WS-14,carlos.mendez,1188,505,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:51:09Z,AD-WS-14,carlos.mendez,1189,598,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:51:10Z,AD-WS-14,carlos.mendez,1190,512,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:51:21Z,AD-WS-14,carlos.mendez,1191,677,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:51:36Z,AD-WS-14,carlos.mendez,1192,573,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:51:39Z,AD-WS-14,carlos.mendez,1193,951,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:51:41Z,AD-WS-14,carlos.mendez,1194,543,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:51:53Z,AD-WS-14,carlos.mendez,1195,824,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:52:50Z,AD-WS-14,carlos.mendez,1196,624,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:52:51Z,AD-WS-14,carlos.mendez,1197,614,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:53:02Z,AD-WS-14,carlos.mendez,1198,669,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:53:20Z,AD-WS-14,carlos.mendez,1199,638,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:54:45Z,AD-WS-14,carlos.mendez,1200,857,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:54:51Z,AD-WS-14,carlos.mendez,1201,506,cmd.exe,C:\Windows\System32\cmd.exe,Medium
2026-08-15T15:55:18Z,AD-WS-14,carlos.mendez,1202,941,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,Medium
2026-08-15T15:55:20Z,AD-WS-14,carlos.mendez,1203,950,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:55:26Z,AD-WS-14,carlos.mendez,1204,601,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:56:20Z,AD-WS-14,carlos.mendez,1205,686,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:56:35Z,AD-WS-14,carlos.mendez,1206,636,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
2026-08-15T15:56:36Z,AD-WS-14,carlos.mendez,1207,877,conhost.exe,C:\Windows\System32\conhost.exe,Medium
2026-08-15T15:57:01Z,AD-WS-14,carlos.mendez,1208,740,chrome.exe,C:\Windows\System32\chrome.exe,Medium
2026-08-15T15:57:22Z,AD-WS-14,carlos.mendez,1209,513,SearchApp.exe,C:\Windows\System32\SearchApp.exe,Medium
